,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
197704,-0.24,0.77,2.21,2.83,2.7,-0.81,2.72,1.6,2.74,3.55,-1.27,0.39,3.08,1.28,3.55,-1.88,0.93,1.08,2.03,3.23,-3.31,0.19,0.12,2.45,2.41
197705,-1.38,0.1,0.91,0.64,0.3,-1.14,0.15,0.38,0.57,0.08,-1.31,0.07,-0.46,0.72,-1.04,0.21,-2.37,-1.03,-0.57,0.51,-3.71,-2.07,-0.36,0.37,0.43
197706,5.33,5.67,5.46,5.17,7.01,4.73,5.91,6.02,5.33,7.91,4.99,6.06,6.79,6.58,7.54,6.03,4.33,3.61,6.05,6.68,5.08,5.45,3.6,4.17,6.46
197707,0.43,1.23,1.46,1.86,1.65,-1.27,0.89,0.14,0.98,-0.54,-0.84,-1.41,0.75,-0.61,-0.48,-2.38,-1.96,-1.53,-0.63,-2.48,-2.67,-0.72,-2.21,-0.85,-1.14
197708,-1.74,0.32,-0.78,-0.08,0.1,-1.81,0.03,-1.53,-0.06,-0.83,0.91,-0.3,-1.18,-0.99,0.16,-1.2,-1.35,-2.76,-1.38,-3.43,1.87,-1.88,-2.46,-3.75,-4.28
197709,0.01,0.99,1.64,2.11,2.15,-3.44,1.25,1.08,0.13,1.65,-1.93,0.69,0.43,1.6,1.82,-0.73,0.97,0.55,0.47,1.79,-1.81,-0.28,1.77,0.92,0.38
197710,-2.68,-2.1,-1.37,-1.55,-2.52,-4.55,-2.68,-1.52,-1.23,-3.43,-2.02,-1.7,-2.38,-3.14,-3.79,-4.8,-2.84,-3.3,-3.18,-4.08,-4.7,-3.75,-4.73,-3.2,-6.99
197711,8.21,6.48,6.14,8.49,8.55,6.01,10.2,7.04,7.65,10.04,7.02,7.15,6.01,7.28,7.39,6.96,5.3,5.77,7.06,7.42,3.06,3.31,3.49,4.69,4.5
197712,1.42,1.39,2.09,1.84,3.09,0.29,0.06,3.48,2.45,1.92,0.47,0.23,0.57,2.21,2.06,0.59,0.78,0.36,2.08,0.8,-0.62,1.42,0.05,0.02,1.15
197801,-0.04,-0.91,1.12,-1.03,-1.26,-2.37,-1.95,-0.79,-3.25,-4.44,-2.81,-4.31,-4.11,-4.14,-5.56,-4.49,-4.76,-4.69,-7.06,-6.97,-6.8,-5.87,-6.14,-5.92,-6.24
197802,2.07,3.05,3.88,4.72,3.86,0.35,2.01,1.34,1.65,1.48,0.58,1.1,0.91,1.37,1.66,-1.31,-1.47,-1.55,-0.41,-0.05,-4.97,-1.49,-0.32,-1.62,1.8
197803,7.14,6.42,6.3,6.98,8.08,4.87,7.66,5.22,6.06,7.7,6.07,5.52,5.48,6.23,5.48,4.56,6.12,4.1,5.23,4.84,2.77,3.21,-0.51,3.77,5.62
197804,8.99,7.36,5.94,8.53,8.8,5.74,4.97,7.01,7.18,9.94,6.45,7.05,4.91,7.32,11.23,8.76,8.08,6.31,6.01,9.2,11.64,9.75,6.05,6.06,10.27
197805,6.93,5.98,4.71,6.95,8.5,6.59,4.73,2.87,4.97,6.84,4.27,3.2,3.46,4.14,6.64,4.2,2.68,3.32,5.12,6.53,0.81,0.89,0.71,2.48,7.73
197806,-0.72,0.03,0.55,1.08,0.75,-2.63,-0.28,0.67,-0.01,0.13,-1.57,0.11,0.41,0.8,1.15,-1.86,-0.61,0.07,-0.05,1.23,-3.46,-1.44,-0.96,-1.13,4.3
197807,3.54,3.84,2.88,5.13,7.18,5.05,3.73,6.75,5.68,8.54,2.94,3.43,3.42,5.43,7.82,5.34,4.22,7.09,7.4,11.28,4.51,4.89,5.88,9.15,15.51
197808,6.11,8.67,7.39,8.05,10.84,7.27,7.8,7.99,7.34,9.47,4.37,4.25,6.42,6.72,10.44,3.83,3.96,5.27,4.18,11.47,4.38,2.79,2.29,2.5,4.04
197809,0.54,0.98,0.93,-0.58,-0.16,-0.42,0.54,0.72,-1.62,-3.11,-0.68,-1.52,-0.38,-1.93,-3.95,0.35,-0.64,-0.44,-2.4,-1.46,1.6,-0.74,-2.55,-1.82,-7.01
197810,-17.23,-14.45,-16.5,-20.7,-25.55,-18.2,-11.93,-15.98,-20.14,-24.01,-12.76,-12.85,-15.5,-18.28,-21.88,-10.95,-10.91,-12,-15.53,-20.93,-7.82,-7.6,-10.73,-11.54,-16.11
197811,0.79,4.11,3.32,5.84,8.87,3.05,1.54,5.53,6.05,10.9,3.73,2.76,2.79,4.84,8.15,1.47,1.86,1.8,4.54,9.22,2.16,2.95,2.62,4.23,10.42
197812,0.51,0,1.2,1.9,2.75,1.02,1.34,1.78,2.74,3.41,0.25,0.46,2.04,2.3,4.17,0.89,-0.67,1.79,1.38,2.79,-3.23,-0.17,4.03,1.34,4.01
197901,11.21,9.96,9.93,9.29,10.53,10.89,8.97,8.07,7.51,8.16,7.5,7.66,6.23,6.24,9.04,7.14,7.59,5.49,5.77,4.81,7.11,4.16,3.54,2.81,3.53
197902,-1.68,-1.48,-2.04,-1.07,-2.31,-2.09,-2.35,-0.71,-2.95,-4.68,-2.74,-1.92,-2.61,-2.78,-3.6,-1.84,-3.15,-2.7,-4.14,-3.49,-3.68,-2.28,-2.36,-2.58,-5.71
197903,8.74,6.77,6.37,8.06,9.97,8.62,6.08,8.31,10.5,11.46,7.65,5.86,8.21,10.12,13.02,7.36,5.63,8.18,9.76,10.63,5.17,3.02,6.03,6.05,7.82
197904,2.32,2.06,2.54,2.8,3.38,2.44,1.29,2.12,2.48,3.08,-0.04,1.98,1.66,3.44,2.26,0.45,0.13,0.89,1.16,2.65,-1.63,1.13,-0.73,1.08,0.05
197905,-1.37,-0.84,0.27,-1.91,-0.69,-2.54,-0.85,-0.38,-1,-3.08,-1.01,-0.95,-1.93,-1.44,-1.78,-0.7,-0.97,0.87,-0.61,-2.49,-2.08,0.1,-0.32,-3.13,-1.49
197906,4.71,5.81,3.95,5.64,6.64,7.07,3.97,4.8,7.49,6.09,3.62,5.51,4.93,4.95,5.96,10.27,7.07,5.73,5.29,6.91,4.07,2.3,4.84,3.71,7.24
197907,2.33,2.52,2.86,2.5,2.25,2.7,4.82,3.22,3.61,2,4.48,3.57,4.84,3.56,1.67,5.03,2.56,2.98,1.21,2.39,1.3,1.42,0.99,0.65,0.83
197908,9,6.76,7.18,5.94,8.78,9.25,8.39,6.38,6.76,7.68,8.87,7.07,6.88,6.64,7.99,7.27,7.53,6.83,6.84,8.18,8.26,5.59,3.96,6.34,7.33
197909,-3.18,0.3,-1.21,0.67,0.9,-1.69,-0.88,-0.56,-0.44,1.29,-3.36,0.42,-1.56,-0.35,2.46,-2.1,-0.93,-1.12,-1.36,0.85,-3.66,-2.29,-0.85,2.28,4.6
197910,-12.09,-9.41,-9.6,-10.26,-11.13,-11.33,-11.23,-10.94,-11.03,-10.07,-12.45,-9.63,-7.95,-9.01,-8.14,-10.33,-8.57,-8.47,-9.05,-7.84,-7.15,-7.2,-7.07,-5.6,-3.12
197911,3.14,3.88,7.61,7.1,13.74,3.88,4.08,6.03,10.16,13.16,3.06,4.29,6.87,10.64,12.73,3.9,6.16,5.85,8.79,13.93,3.61,1.76,5.36,9.48,10.49
197912,5.45,4.7,6.14,7.94,10.4,4.37,3.27,4,7.08,11.68,1.49,1.37,4.1,4.53,9.23,1.53,1.09,2.43,4.96,5.25,-0.3,1.45,2.41,1.81,4.45
198001,8.4,7.75,7.34,12.48,13.5,5.06,4.84,6.9,7.07,9.51,4.02,2.67,4.98,6.59,11.25,2.71,0.69,2.76,8.8,10.89,1.64,1.81,6.46,9.63,13.87
198002,-3.49,-2.89,-1.53,-1.82,1.68,-4.12,-3.8,-4.4,-3.66,0.49,-6.18,-4.14,-5.2,-2.11,1.16,-5.72,-6.88,-3.12,-2.35,1.29,-3.72,-5.13,-2.83,4.36,8.47
198003,-17.38,-14.26,-15.36,-18.58,-22.59,-12.79,-12.85,-14.9,-18.84,-20.66,-7.63,-12.26,-14.65,-16.94,-21.16,-5.87,-7.45,-9.82,-14.48,-18.41,-4.42,-3.46,-8.45,-12.9,-17.86
198004,6.09,6.19,4.01,6.18,7.12,7.12,5.33,5.73,6.49,8.42,7.73,5.43,5.92,7.3,8.49,10.88,7.74,4.32,4.64,6.36,5.46,4.81,1.84,2.94,5.64
198005,8.08,8.18,6.54,6.8,6.85,10.49,8.16,8.25,8.4,7.68,10.47,7.95,9.4,7.39,8.27,7.77,8.29,7.7,8.8,7.03,3.57,5.2,6.26,7.06,3.71
198006,4.46,4.21,4.77,3.28,4.69,3.79,4.72,3.12,4.29,6.49,1.62,4.65,3.04,4.01,7.4,3.39,3.95,5.57,4.27,8.06,3.69,1.28,0.9,3.01,4.74
198007,9.51,7.68,8.43,10.67,12.39,9.95,9.33,9.39,13.02,12.32,7.9,7.76,5.28,9.06,13.39,5.71,7.04,6.82,8.56,10.06,10.89,6.59,4.44,7.83,4.83
198008,5.98,4.57,7.3,8.18,11.07,3.66,4.02,2.41,6.55,9.73,5.02,2.21,2.4,3.76,8.14,1.87,0.35,0.02,3.36,5.33,1.43,0.76,0.68,1,2.72
198009,3.22,3.04,1.91,3.19,5.49,1.06,1.17,3.53,3.83,6.62,-0.3,0.89,0.63,5.2,5.45,-1.53,1.94,0.5,3.72,7.67,-1.19,-1.41,0.72,3.88,7.3
198010,2.13,1.68,3.36,4.71,9.07,-0.99,-0.65,1.69,2.61,8.64,-1.91,-0.29,0.79,3.5,5.15,-1.59,-0.43,0.83,1.55,3.9,-4.6,1.04,-2.08,4.57,5.06
198011,1.32,1.42,4.59,6.11,12.61,2.86,3.8,5.98,7.11,13.12,0.02,0.75,3.43,6.59,14.9,1.05,2.39,6.41,9.38,18.14,-0.87,3.51,13,16.7,22.19
198012,-3.41,-2.4,-3.04,-3.08,-5.48,-1.81,0.11,-1.83,-2.85,-4.91,-0.15,-1.55,-1.51,-2.16,-4.37,1.87,0.67,-1.71,-3.38,-4.51,3.27,1.89,-0.74,-7.07,-9.07
198101,2.86,4.25,2.44,0.42,-2.56,0.79,2.84,0.59,-0.5,-5.29,2.58,3.14,1.46,-3.17,-3.42,-0.25,1.01,0.95,-3.75,-7.83,-0.72,1.17,-3.28,-5.53,-10.76
198102,0.91,0.87,0.38,-0.56,-1.58,1.58,1.92,2.22,1.31,0.32,2.45,2.6,2.22,2.81,0.55,1.4,2.08,2.69,4.19,0.65,3.85,1.86,2.64,1.12,1.37
198103,6.89,7.95,7,6.7,7.63,7.43,8.31,6.33,7.9,9.31,8.52,9.11,8.86,6.71,8.3,17.05,7.62,8.1,6.92,9.29,4.27,2.24,0.92,2.05,5.78
198104,1.88,3.48,4.35,3.23,3.56,-0.82,2.79,3.27,3.84,2.56,1.69,2.36,2.8,2.61,3.79,-1.6,1.16,-0.73,0.21,0.76,-0.51,-0.42,-3.3,-3.84,-4.38
198105,0.88,1.64,2.63,2.38,4.31,0.78,0.2,2.44,2.55,5.87,0.08,1.76,0.64,3.93,6.6,2.73,0.09,2.37,1.76,5.01,1.05,-0.31,0.58,-0.71,3.15
198106,-0.86,2.03,0.11,-0.1,-2.15,-0.65,-0.13,-1.58,-0.34,-3.14,1.88,0.08,-0.91,0.65,-5.41,2.52,-0.45,-0.68,-2.54,-7.16,4.39,0.65,-1.37,-3.04,-9.13
198107,-1.66,-2.09,-2.95,-2.74,-3.58,-1.93,-1.59,-1.04,-2.76,-2.53,-1.22,-1.41,-1.33,-2.61,-2.56,0.51,-0.32,-1.19,-2.19,-1.37,5.47,0.88,-2.61,-1.46,-1.28
198108,-9.5,-4.63,-6.84,-7.42,-9.61,-8.42,-5.99,-6.51,-4.49,-9.75,-4.85,-4.16,-6.62,-6.03,-8.12,-7.32,-2.4,-4.08,-5.96,-6.76,-5.24,-4.4,-5.29,-6.87,-6.21
198109,-10.14,-9.16,-8.08,-7.11,-8.26,-12.12,-6.66,-6.15,-7.74,-4.97,-9.6,-5.3,-6.09,-4.49,-6.77,-5.89,-5.92,-6.1,-5.24,-5.55,-7.45,-5.72,-4.01,-5.32,-7.76
198110,7.54,6.51,8.1,7.44,9.72,5.09,5.42,8.32,6.56,11.51,2.79,2.63,6,8.28,10.71,2.98,7.59,5.44,6.56,7.73,5.84,3.12,5.5,6.19,10.27
198111,-0.09,2.52,3.32,3.8,3.46,3.14,2.06,5.13,5.14,4.07,3.39,2.98,4.5,3.94,1.12,6.01,6.63,4.77,5.62,3.74,5.05,7.48,4.06,3.83,2.85
198112,-4.97,-0.88,0.65,0,-1.1,-4.31,-1.5,-0.8,0.7,-1.39,-3.15,-0.31,-1.22,-2.02,-3.15,-5.44,-1.95,-1.3,-1.93,-3.08,-4.69,-2.55,-2.64,-3.89,-2.32
198201,-2.5,-0.77,-0.89,-0.87,-1.56,-3.44,-3.35,-3.97,-2.79,-3.77,-5.95,-5.22,-3.08,-2.49,-3.46,-7.01,-7.3,-3.2,-1.77,-4.05,-5.89,-1.6,-1.49,0.3,0.54
198202,-7.84,-3.68,-2.54,-2.41,-3.01,-9.14,-5.32,-3.88,-2.35,-3.28,-7.03,-6.15,-4.09,-1.13,-1.97,-7.16,-6.19,-4.17,-0.69,-3.26,-10.11,-5.89,-5.58,-3.19,-1.88
198203,-3,-1.07,-0.65,-0.07,0.16,-4.4,-1.54,0.58,-0.38,-0.63,-0.99,-1.5,-0.1,0.26,0.86,-3.89,-2.19,-1.77,0.87,1.5,-3.11,-1.05,-1.87,0.91,0.98
198204,4.79,5.36,6.15,3.92,4.38,5.61,8.55,5.56,5.9,6.17,3.53,4.3,5.71,5.25,5.54,2.96,5.82,5.94,4.07,6.59,6,3.91,3.16,5.24,2.63
198205,-3.62,-2.32,-0.84,-1.46,-1.2,-6.96,-3.59,-2.88,-1.96,-1.1,-4.24,-5.24,-3.18,-1.73,-0.61,-5.65,-6.29,-3.4,-4.42,-2.23,-5.98,-1.3,-1.45,-2.87,-3.32
198206,-7.32,-2.65,-1.92,-1.52,-0.76,-7.57,-2.76,-2.06,-0.71,-1.19,-6.26,-3.26,-3.17,-1.43,0.94,-8.34,-2.5,-2.66,-1.97,0.25,-6.04,-1.22,-4.08,-0.7,0.72
198207,-4.56,-2.93,-1.09,0.33,0.02,-3.97,-1.32,-0.93,0.37,0.41,-4.29,-3.27,-1.58,-0.37,-1.17,-5.22,-4.68,-3.68,-0.71,0.03,-6.99,-2.91,-4.8,-1.38,1.67
198208,8.26,6.42,4.56,4.48,4.56,11.18,9.39,6.79,7.11,8.06,12.01,11.75,11.35,10.04,9.91,15,16.06,11.61,11.5,9.98,16.37,14.66,13.78,11.54,10.69
198209,-2.51,2.97,4.94,6.57,6.6,-1.55,3.35,5.75,5.62,6.42,-1.43,4,3.99,4.88,5.41,-0.36,4.53,1.98,3.85,3.9,-1.03,1.92,0.66,0.12,2.49
198210,14.14,11.47,12.51,12.68,16.33,11.98,12.76,12.47,12.56,16.73,14.44,12.9,14.1,13.25,14.76,13.83,15,14.69,13.18,11.3,11.87,10.57,11.41,10.72,10.47
198211,5.01,11.39,11.11,10.24,12.09,4.49,7.52,8.89,9.9,10.53,2.52,8.55,9.72,6.53,10.32,2.76,5.04,8.04,5.63,10.06,4.32,-0.6,3.07,5.76,7.34
198212,0.76,1.49,2.62,1.59,2.94,0.02,0.21,1.04,1.6,1.84,-1.6,-1.1,0.99,2.4,1.63,3.07,-1.56,2.4,3.49,1.38,4.65,0.65,0.44,-0.19,1.89
198301,12.88,9.81,7.61,7.88,11.66,8.77,7.13,5.18,6.31,7.13,7.56,4.97,3.16,4.26,5.29,5.78,7.08,2.76,1.14,0.33,4.19,6.8,2.32,1.36,3.52
198302,1.42,5.27,6.02,7.16,7.65,1.21,4.74,4.72,6.43,6.79,-0.06,5.47,4.94,3.64,7.08,-1.32,2.89,3.46,4.21,8.14,1.24,0.94,2.38,4.1,4.22
198303,3.3,4.54,4.77,5.52,5.49,2.76,5.17,4.99,5.1,5.04,2.31,4.61,3.44,5.22,4.36,1.59,3.63,2.42,6.63,4.9,4.32,4.07,1.94,2.16,3.11
198304,7.17,6.19,7.45,8.27,9.47,7.39,7.69,7.99,8.46,8.56,5.15,4.19,5.57,6.81,8.77,7.45,7.03,4.64,4.22,9.72,8.63,7.13,5.65,9.5,5.63
198305,12.99,7.65,9.15,8.45,9.98,9.12,4.41,3.28,3.97,7.43,7.62,3.91,3.26,2.91,5.25,8.14,5.14,3.22,0.61,3.72,1.34,-1.59,-1.93,-1.68,-0.54
198306,3.69,4.57,4.34,3.87,4.18,4.32,2.21,2.58,5.28,5.35,3.81,1.24,4.45,2.55,6.97,4.89,1.39,2.21,5.58,4.8,5.14,1.51,3.08,4.78,5.33
198307,-0.99,-1.47,0.93,-2.41,-3.98,-0.5,-1.39,-2.58,-1.06,-5.64,1.01,-0.94,-1.13,-2.47,-4.49,-2.46,-1.13,-3.49,-1.12,-6.6,-2.27,-3.6,-4.21,-2.81,-7.23
198308,-1.01,-1.97,-2.97,-3.11,-5.53,-0.82,-1.5,-0.65,-3.69,-4.91,0.8,-0.72,-2.96,-1.88,-4.24,3.06,1.13,1.74,-2.28,-6.1,2.86,4.09,1.63,-0.23,-3.98
198309,-2.87,1.02,1.48,0.14,0.67,-0.93,1.35,3.99,4.08,1.96,4.12,4.32,3.94,3.47,4.05,4.02,3.19,2.87,0.78,2.99,2.31,-0.41,1.54,1.91,1.37
198310,-6.73,-3.93,-6.04,-4.55,-6.88,-5.87,-3.06,-4.3,-5.25,-9.67,-0.35,-0.43,-4.65,-5.66,-8.72,-0.3,-0.82,-3.13,-4.92,-9.71,1.51,-1.91,-0.14,-2.47,-4.84
198311,1.07,5.11,4.45,3.4,3.87,5.44,3.54,5.45,5.03,5.33,5.3,3.95,4.83,5.31,5.47,5.56,4.78,5.12,4.31,4.92,1.42,2.75,1.9,0.12,3.31
198312,-4.34,-1.24,0.61,-0.89,-1.98,-2.39,-1.6,0.72,-0.41,-0.08,-1.75,-1.79,-1.21,-1.04,-3.47,0.12,-1.1,-2.19,-1.68,-2.63,-0.09,-1.02,-3.29,0.4,1.4
198401,1,1.29,1.45,0.05,-0.84,0.51,-2.37,-0.97,-0.41,-2.91,-1.64,-3,-0.56,-3.63,-6.45,-2.76,-2.79,-2.28,-4.03,-7.41,-1.35,1.07,-0.56,0.92,-3.75
198402,-6.74,-5.29,-4.48,-4.65,-6.24,-7.36,-4.82,-4.95,-3.61,-5.3,-3.82,-4.37,-4.84,-4.79,-5.97,-6.18,-6.15,-4.03,-4.48,-6.38,-3.6,-2.72,-3.34,-3.97,-3.2
198403,-0.89,0.62,1.22,1.21,1.46,-0.44,1.27,1.04,1.1,2.13,-0.87,1.47,2.11,2.35,1.73,-0.91,1.98,2.32,2.27,2.52,1.53,1.96,1.72,0.73,1.34
198404,-4.2,-1.94,0.53,-1.28,-1.22,-0.86,-1.14,0.19,0.16,1.06,-1.02,-0.87,0.95,0.59,1.13,-2.91,-3.01,-1.28,0.4,0.41,1,-0.2,1.49,-0.01,2.84
198405,-6.94,-5.56,-4.19,-4.26,-4.22,-5.72,-5,-5.4,-4.91,-4.66,-6.53,-3.49,-5.44,-4.41,-5.4,-5.47,-4.65,-3.98,-5.69,-7.4,-7.58,-4.55,-5.28,-4.36,-4.46
198406,0.51,1.53,2.25,1.45,1.91,2.9,3.96,4,3.66,2.74,1.82,3.26,5.88,4.02,1.07,2.05,3.37,4.97,3.45,3.85,4.63,2.29,4.87,1.05,1.14
198407,-8.52,-5.62,-2.48,-2.23,-0.87,-6.7,-4.97,-4.06,-2.17,-1.05,-5.69,-3.74,-2.66,-2.38,-1.39,-6.8,-3.84,-4.65,-1.52,-2.03,-3.53,-0.21,0.41,-1.65,-2.45
198408,11.24,9.95,9.16,7.33,6.74,16.38,12.88,13.31,8.42,7.33,15.05,15.16,12.58,10.17,10.77,14.32,13.1,12.98,11.91,10.34,17.72,12.07,12.63,10.66,8.02
198409,-2.38,-1.12,0.71,2.45,1.94,-3.01,-1.94,-1.18,1.54,2.47,-2.44,-1.79,0.46,1.26,1.8,0.88,-0.23,1.08,1.21,1.11,-3.09,-3.11,0.03,0.83,0.9
198410,-4.68,-1.83,-1.34,0.55,0.49,-4.16,-1.39,-2.17,0.34,0.77,-4.53,-1.65,-1.37,1.41,1.44,-3.37,-0.71,0.62,1.46,2.16,0.68,0.66,-0.05,1.16,0.33
198411,-5.89,-2.45,-2.01,-0.65,-1.79,-4.74,-0.28,-1.76,-0.92,-1.74,-4.44,-0.54,1.01,1.28,-1.72,-1.24,-0.79,0.18,-0.5,-0.97,0.43,-0.33,-1.45,-1.35,-0.78
198412,-1.03,0.61,1.52,1.52,2.18,1.1,2.82,3.55,3.44,2.28,1.53,1.82,2.85,2.84,3.44,0.84,2.24,2.01,3.08,3,-0.73,3.67,1.81,2.58,2.74
198501,18.98,13.89,10.65,9.71,9.19,14.75,13.02,12.88,10.88,8.68,15.51,11.11,11.68,9.84,8.63,15.05,10.43,11.28,7.78,7.9,10.77,10.18,9.5,6.12,4.23
198502,3.04,3.76,3.61,2.36,4.29,1.62,1.91,3.06,3.98,3.2,-0.19,0.54,2.01,2.67,2.61,0.37,-1.74,1.62,1.66,2.66,-0.29,1.2,1.92,1.14,2.96
198503,-4.17,-1.38,-0.68,-0.91,0.66,-2.59,-2.89,-1.97,-0.4,-0.57,-4.11,-2.38,0.15,-0.43,-0.3,1.27,-1.84,0.39,-1.66,0.81,2.52,0.36,1.18,-0.37,-0.21
198504,-3.5,-1.08,-1.33,0.55,0.98,-3.05,-1.98,-1.62,0.66,0.76,-3.51,-2.04,-1.02,2.25,1.68,-1.95,-2.63,-0.62,-0.31,1.9,-2.72,0.89,-0.28,0.22,-0.74
198505,0.03,2.53,2.66,3,4.54,2.42,3.94,4.41,4.6,5.67,2.42,5.95,4.15,4.84,5.3,-1.26,6.55,6.26,6.2,6.05,1.61,4.76,5.62,8.09,7.69
198506,-2.28,0.61,2.74,2.34,2.74,-2.14,0.12,3.28,1.73,4.92,-2.36,1.59,2.63,4.5,4.12,-1.18,-0.12,1.75,2.79,4.12,2.48,2.16,0.4,2.42,2.75
198507,2.37,3.01,2.08,1.34,2.84,3.91,4.1,3.33,1.62,1.71,4.8,2.69,2.1,-0.98,0.62,4.16,1.78,0.76,-0.53,-2.47,6.63,1.45,0.95,-2.65,-2.8
198508,-1.4,-0.29,-1.16,0.13,1.25,-1.24,-0.79,0.51,0.97,0.1,-3.05,-1.03,-1.15,-0.25,-0.3,-3.44,-0.98,-0.56,0.42,0.46,-2.7,-1.88,-0.1,0.9,-0.7
198509,-7.62,-4.87,-4.17,-4.45,-5.6,-8.47,-5.71,-3.46,-4.75,-5.04,-8.47,-4.79,-4.85,-4.25,-4.08,-7.14,-4.44,-4.05,-5.1,-5.14,-4.15,-2.72,-3.35,-2.61,-4.48
198510,0.2,1.84,3.31,2.22,4.71,1.21,0.84,4.84,5.39,7.1,-0.66,1.83,4.1,5.67,5.89,-0.32,3.1,4.94,5.36,8.55,0.57,4.04,4.06,5.84,5.98
198511,4.96,4.08,5.35,5.86,7.37,8.5,8.21,6.75,7.14,7.98,9.01,6.27,7.68,5.52,6.66,5.69,7.88,6.33,7.11,8.1,8.13,9.06,6.92,5.42,7.32
198512,3.03,3.73,4.54,6.17,4.09,3.71,4.5,5.12,3.6,3.76,4.88,4.16,4.01,3.32,4.61,4.01,4.36,2.62,4.76,4.16,5.29,7.67,3.82,4.07,3.87
198601,1.45,3.18,2.98,3.41,5.6,-2.2,0,0.67,1.25,4.08,-1.28,0.68,2.27,1.79,3.93,-0.34,1.04,1.78,2.23,4.82,0.35,1.86,-1.24,1.22,2.24
198602,3.87,6.43,7.13,6.84,7.4,4.88,7.1,8.21,7.19,10,7.03,4.96,7.1,9.02,9.28,3.73,6.8,6.99,9.44,7.72,8.67,9.93,6.07,7.97,8.93
198603,3.87,4.73,4.23,5.5,5.36,2.25,5.29,5.62,7.54,4.41,3.26,5.76,5.85,5.91,4.95,1.43,4.88,5.92,6.61,6.5,-1,4.87,4.07,6.28,8.21
198604,0.15,2.59,1.48,2.21,1.8,0.31,0.94,1,0.69,2.37,0.96,1.42,1.29,0.57,1.21,-1.03,-1.3,-1.88,-0.25,-0.84,-1.92,1.33,-1.69,-1.61,-3.2
198605,2.78,2.39,3.66,3.67,5.21,2.87,3.26,1.88,3.94,5.65,5.3,2.43,4.57,4.91,6.78,3.55,3.88,4.76,5.06,6.16,7.59,2.2,4.99,5.63,8.22
198606,-1.55,-0.43,0.99,0.54,3.15,-4.92,-1.32,1.02,2.83,2.22,-0.79,-1.97,2.44,2.17,2.9,-2.77,-0.82,1.39,1.38,3.62,-3.03,0.78,0.63,3.84,4.65
198607,-9.9,-7.23,-6,-7.51,-8.62,-12.52,-7.3,-8.55,-5.61,-8.74,-11.89,-7.83,-5.29,-7.91,-7.88,-8.66,-6.38,-4.4,-5.84,-8.58,-9.22,-4.25,-4.99,-4.47,-5.32
198608,1.03,1.99,1.84,0.59,0.41,6.53,2.92,3.64,3.43,2.74,11.08,6.19,5.46,3.53,3.68,12.82,11.97,8,4.32,4.35,17.55,9.45,7.96,6.46,4.51
198609,-6.21,-5.53,-5.37,-5.47,-8.24,-5.1,-5.02,-5.06,-6.09,-8.14,-2.91,-5.52,-5.93,-7.61,-8.11,-3.25,-3.27,-6.8,-9.17,-9.34,1.21,-4.9,-7.82,-10.67,-11.8
198610,0.64,2.4,2.85,3.05,2.78,1.56,3.89,3.56,3.75,6.08,0.64,2.43,3.76,2.26,5.95,4.31,6.51,5.84,5.73,5.86,3.76,0.85,6.15,7.29,6.79
198611,-0.73,0.43,0.9,-1.23,-1.24,-1.54,-0.63,0.47,-0.02,-1.27,1.02,-0.68,-0.15,-0.79,-0.4,1.64,1.6,1.56,1.49,0.34,-0.45,3.29,2.85,1.65,1.91
198612,-3.78,-2.51,-2.05,-3.36,-5.31,-3.09,-1.96,-2.77,-1.63,-3.03,-3,-1.66,-2.06,-1,-3.2,-6.1,-2.46,-3.62,-2.87,-3.75,-4.21,-3.89,-1.92,-2.33,-2.31
198701,10.2,8.85,10.59,12.25,11.94,12.55,10.5,10.82,11.22,11.32,15.07,11.07,9.31,10.58,14.58,14.8,13.79,10.43,12.59,13.89,8.46,10.22,12.66,13.18,16.02
198702,8.49,7.55,7.42,6.57,7.9,8.95,5.61,7.86,6.45,8.62,7.99,8.26,6.49,6.54,5.94,5.97,6.86,4.55,4.39,7.12,8.69,5.3,6.44,1.84,3.05
198703,1.04,2.17,2.98,2.42,4.01,1.84,1.45,2.33,2.99,3.42,0.4,1.73,1.39,1.79,1.85,-2.84,0.98,1.24,1.12,1.98,5.91,-0.72,2.02,1.59,3.65
198704,-4.04,-2.13,-2.77,-3.26,-0.55,-4.43,-3.35,-2.41,-1.87,-2.25,-1.3,-3.4,-5.04,-2.47,-2.26,-6.1,-4.91,-2.16,-2.4,0.47,-1.26,1.81,-2.6,-3.14,0.41
198705,-0.24,-0.52,-1.12,-0.63,0.01,0.26,-0.05,-0.43,-0.79,-1.04,0.44,-1.61,0.35,1.5,-1.05,1.11,0.31,0.67,0.76,1.87,5.76,0.2,-0.2,0.43,1.17
198706,0.71,2.45,2.37,2.48,1.48,2.24,4.11,3.26,4.63,3.16,4.56,4.08,5.4,2.88,1.65,4.88,3.66,4.76,4.46,2.05,5.01,6.05,4.89,4.81,4.95
